COS[I-]O,0.9,H,1.0
C(CF)OCS,0.8,O,8.0
CC(C(C)S)[O-],1.8,C,6.0
CC(C)CCNO,1.0,C,6.0
C[C@H]([C@H](Cl)Br)Br,2.9,C,6.0
C(CCl)C(O)F,1.0,C,6.0
C(=O)C(F)Br,1.0,C,6.0
CC[CH]C(C)C,3.2,C,6.0
CCSC(C)P,1.4,C,6.0
C(OOO)I,0.4,C,6.0
C=CI=C,2.3,O,8.0
CC[CH]Br,2.1,C,6.0
C(C(CI)Br)O,1.5,C,6.0
[2H]C1=CSC=N1,0.4,C,6.0
C(C(CP)O)O,-1.4,C,6.0
CCCCSPC,1.6,C,6.0
C([C]=O)SCl,0.8,C,6.0
C(P)PSSN,-0.2,C,6.0
C(N)SNN,-1.4,P,15.0
C(C(CCl)Br)F,2.0,N,7.0
CC(OCS)Cl,1.6,C,6.0
CCCCC[I-]Cl,4.1,C,6.0
CCC(CCN)S,0.9,C,6.0
C[CH]SS,1.3,C,6.0
C(CSC=O)F,1.0,C,6.0
CSPSN,0.1,C,6.0
CN(C)CC[Cl+]C,0.9,S,16.0
C(=S)NSO,0.1,C,6.0
CSSCC[NH3+],0.0,S,16.0
C[CH-]C/C=C\C,2.6,C,6.0
CCOOP(O)O,-0.6,C,6.0
C1[CH]COCN1,-0.1,O,8.0
CN(COC)O,-0.3,C,6.0
C[C@@H]([CH2])CC(C)C,3.4,C,6.0
CCN(C)CCO,-0.1,C,6.0
CCP(CC)[S-],1.2,C,6.0
C[CH+]CC[C](N)O,0.5,C,6.0
CC[CH]C(C)P,1.6,C,6.0
C[C@H](CCCCl)Cl,2.6,C,6.0
CCOCOBr,1.3,C,6.0
C1CSP1S,0.6,C,6.0
CSCSCSC,2.4,C,6.0
CN(N)Cl,-0.1,C,6.0
C[C@H](CCOC)N,-0.1,N,7.0
[3H]N1CCNCC1,-1.5,C,6.0
C[CH]CCCOOC,1.9,C,6.0
C(C(O)ON)O,-1.9,C,6.0
C([C@H](CS)N)O,-1.0,O,8.0
[2H]C(=C)I,1.7,C,6.0
C=NCCCCl,2.3,C,6.0
CCCSSO,1.3,C,6.0
[CH2]CC(F)(F)F,2.2,C,6.0
C[C@@H](C(F)F)F,1.9,C,6.0
COCCP,-0.2,C,6.0
CC(C)([CH2-])CO,1.3,C,6.0
CCC[C@@H](O)Br,1.7,C,6.0
CC(P(C)C)S,0.8,C,6.0
CCCCC[C-]=C,4.0,C,6.0
C(CF)[C@@H](O)Cl,1.0,C,6.0
CN(C)C(N)N,-1.4,C,6.0
C(C[NH3+])CNCC[NH3+],-1.7,C,6.0
[CH2-]C([CH2+])CCCN,1.3,H,1.0
CC1SS1,1.2,C,6.0
CI(S)I,2.7,C,6.0
CCC([CH2])OCC,1.8,I,53.0
CCOCC[NH-],-0.5,C,6.0
CN(C)[S+](F)F,2.2,C,6.0
CCCC[C@@H](C)Cl,3.0,C,6.0
CNNCCCN,-1.0,C,6.0
C([CH]CBr)Br,2.4,C,6.0
C[N-]CCSC,0.4,C,6.0
[2H]C(CC)C([2H])(C([2H])([2H])C([2H])([2H])[2H])O,1.7,C,6.0
CC(CCCBr)F,2.5,H,1.0
[CH2+]CCS[O-],0.8,C,6.0
CP(C)CCCO,-0.4,C,6.0
C1CCC(C1)[O-],1.9,C,6.0
CCONCNC,-0.1,C,6.0
CP(CO)CO,-1.2,C,6.0
CNSS,0.7,C,6.0
CON(CO)OC,-0.2,S,16.0
C(CCCl)CO,0.8,C,6.0
C(=O)C(I)I,1.2,C,6.0
C=CNCCN,-0.1,C,6.0
[2H]C([2H])(CCCCBr)C([2H])([2H])Br,3.2,C,6.0
CCCC(NC)O,0.5,C,6.0
CCCCP(F)F,2.3,C,6.0
[2H]C([2H])(C([2H])(C)Cl)Cl,1.8,C,6.0
CCS[C](C)C,2.0,H,1.0
CCCOC[CH2+],1.3,C,6.0
CPPC,-0.2,C,6.0
C(C[O-])CCl,1.6,C,6.0
C(CC(O)O)CI,1.0,C,6.0
CS/C=C/C[CH2],2.0,C,6.0
COC(NN)S,-0.5,C,6.0
CSC(N)NN,-1.0,C,6.0
CCC(OC)F,1.5,N,7.0
CCC(C)C[N-]C,1.5,C,6.0
CCC(CC)SCC,3.1,C,6.0
C(NC(F)F)(F)F,1.7,C,6.0
C(CF)NCCI,1.2,F,9.0
[3H]CSOO[3H],0.0,C,6.0
CC[C@H](CN)F,0.6,H,1.0
C(CCl)CCl,2.0,C,6.0
CCNNNCC,0.1,C,6.0
CC(C(O)P)O,-0.9,C,6.0
[2H]C#CCBr,1.1,C,6.0
CC(C)(S)S,1.5,C,6.0
CC(COCO)O,-0.8,C,6.0
CON=NI,1.7,C,6.0
CCC[C](C)CC,3.7,N,7.0
C(C[PH+](O)[O-])N,-2.1,C,6.0
COCCCOOC,0.3,C,6.0
C(C(=O)[O-])[SH2+],0.8,C,6.0
C(CCI)CP,1.9,C,6.0
C[C@H](CO)S,0.3,C,6.0
CCC(C)PCC,1.6,C,6.0
C(C(Cl)Br)F,2.1,C,6.0
CCC(CC)CCl,2.9,C,6.0
CN([CH2+])CCCN,-0.3,C,6.0
[2H]C([2H])(CBr)CBr,2.4,C,6.0
CN(C)CCNF,-0.1,C,6.0
C(=S)(F)F,1.4,C,6.0
C1C(O1)Br,0.8,F,9.0
C[P+](C)(Cl)Cl,1.5,C,6.0
C(CCON)CON,-0.8,C,6.0
C(F)(Cl)(Cl)Br,2.7,C,6.0
C[C-](C)N(C)C,1.1,Cl,17.0
[2H]C([2H])([2H])OCCC[CH+]C,1.9,C,6.0
CCCC(CO)F,1.2,C,6.0
C=C(Cl)Br,2.4,C,6.0
C(CSSS)O,0.7,C,6.0
[3H]SI(C)F,2.4,S,16.0
C(CF)NCF,0.6,H,1.0
CCCCOOCC,1.7,C,6.0
CCCCCC[CH+]CC,4.5,C,6.0
C([C@H](Cl)Br)Br,2.5,C,6.0
CCOC(C)O[O],0.3,C,6.0
CCC(C)CCP,2.1,C,6.0
[C-](=S)PF,0.9,C,6.0
C(C(CCl)N)F,0.3,C,6.0
C1=NC=PP1,-1.2,C,6.0
[3H][C-](OC)SC,0.8,C,6.0
CSOCCl,1.2,C,6.0
CCCC[S-],2.3,C,6.0
C[CH-]C(C)C(C)C,3.4,C,6.0
CP(SC)SC,0.8,C,6.0
CC/C=C/CO,0.9,C,6.0
CC(C)[I-]F,2.9,C,6.0
CCC[C@H](C)CC,3.7,C,6.0
CCC(CCS)Cl,2.4,C,6.0
CCN(O)OC,0.2,C,6.0
C[N+](C)(C)O[11CH3],0.3,C,6.0
C[C@H](CON)N,-1.2,C,6.0
C1CCN[14CH2]C1,0.8,C,6.0
C(=O)SS,0.7,C,6.0
C(=NI)NI,1.1,S,16.0
C=CCCC=C,2.9,N,7.0
C(PP)Br,0.6,C,6.0
CCN(C)SC,1.1,P,15.0
C(CO)CP=O,-1.1,C,6.0
CCNC[C@@H](C)N,-0.3,C,6.0
C(CI)I,2.7,C,6.0
CPSCN,-0.5,C,6.0
[C@@H]([C@H](Cl)Br)(Cl)Br,3.3,C,6.0
[2H]C([2H])([2H])C([2H])([2H])[N+](=O)[O-],0.2,C,6.0
C(CN(O)[O-])N,-1.7,H,1.0
C(C(N)N)(N)N,-3.2,C,6.0
C(CN)C(N)O,-1.8,N,7.0
[2H]S(=P)C,1.0,C,6.0
CCC[C@H](C)I,3.4,H,1.0
CSSCCSSC,1.6,C,6.0
C(CI)NNN,-0.1,C,6.0
CP(C)NP(C)C,-0.4,N,7.0
CCCC(C)Br,2.7,C,6.0
C1CO[CH]OC1,-0.2,C,6.0
CNI(C)C,1.1,C,6.0
CC(F)(F)Cl,2.0,C,6.0
C(CO)N(N)N,-1.9,C,6.0
COCC(O)OC,-0.6,N,7.0
CCOC(C)OO,0.3,C,6.0
C(/C=C/N)Br,0.6,C,6.0
CCPC=CC,1.0,C,6.0
CC(=[18O])Cl,0.8,C,6.0
[2H][C]([2H])[Cl+]Cl,1.6,C,6.0
C(CO)[C@@H](O)Cl,0.0,H,1.0
C[C@@H](CNC)OC,0.1,C,6.0
C(COCN)CS,-0.1,C,6.0
C(=N/O)\I,0.9,C,6.0
CCOCOCC,0.8,C,6.0
C(CF)C(F)I,2.1,C,6.0
C(C(CO)CP)O,-1.2,C,6.0
CCOCCCP,0.5,C,6.0
C(NCl)ONN,-0.9,C,6.0
CNSNC,0.0,N,7.0
CC/C=C/C[19F],1.9,C,6.0
C(C(CN)CS)N,-1.1,C,6.0
CC(CC[CH2])Br,2.7,C,6.0
C=CCNCCl,1.1,C,6.0
CCCCC(C)[CH2],3.7,C,6.0
CC(C=O)S,0.4,C,6.0
C1CC1CC[NH],0.8,C,6.0
C[S+](C)CS,1.3,C,6.0
C(COCCF)N,-0.5,C,6.0
C(O)(Cl)([Cl+])[Cl+],1.5,C,6.0
CCCCOS,1.8,Cl,17.0
CCC(C)CN,1.0,C,6.0
CCN(C)CCF,1.0,C,6.0
CCCC(C)[CH],3.2,C,6.0
CCC(OCC)P,1.2,C,6.0
CCCCOCBr,2.5,C,6.0
CCCOP(O)O,-0.1,C,6.0
CCCC(C)OS,2.2,C,6.0
C(C[NH2+]CCO)[NH3+],-1.7,C,6.0
C[C@@H](CN)S,0.0,H,1.0
CC(CCCO)N,-0.3,C,6.0
C(CN)C(O)Cl,-0.3,C,6.0
CN(C)CCNO,-0.7,C,6.0
C(C(I)I)O,1.3,C,6.0
C[C@@H](CCOC)O,0.2,C,6.0
CCP(O)Cl,0.6,C,6.0
C(C(O)O)(N)O,-2.4,C,6.0
[2H]C([2H])([2H])C([2H])(C)NC([2H])(C([2H])([2H])[2H])C([2H])([2H])[2H],1.4,O,8.0
[2H][13C](C)([13C]([2H])(C)O)N,-0.5,H,1.0
CN(CO)OC,-0.3,C,6.0
[CH]([ClH+])Cl,1.5,C,6.0
[2H]C1(CNC(CN1)([2H])[2H])[2H],-1.5,H,1.0
CC1COOC1,0.7,H,1.0
CCCCC[C-](C)C,4.3,C,6.0
C(N)(S)Br,0.6,C,6.0
CCOCC(Cl)Cl,1.8,C,6.0
CC(C)(C)PCl,1.7,C,6.0
CP(CN)S,-0.4,C,6.0
C1=CC#[P+]C=C1,0.5,C,6.0
C=[C]CCCO,1.0,C,6.0
C[C@@H](CF)CBr,2.1,C,6.0
C(CI)CI,3.0,C,6.0
CCCCCOBr,2.8,C,6.0
COP(N)N,-1.5,C,6.0
CC1OOOO1,0.5,N,7.0
C(C(O)F)Br,0.8,O,8.0
CCCC=CS,2.2,C,6.0
[2H]N=I([2H])(C)I,2.9,C,6.0
CCN(CC)SC,1.4,H,1.0
CSPC=C,0.8,C,6.0
CCCCOCI,2.4,C,6.0
C[S+](C)CC=C,1.5,C,6.0
C(C=CCI)I,3.0,C,6.0
CCC(CC)SBr,3.3,C,6.0
CCSSS,1.8,C,6.0
C1O[I-]1,0.8,S,16.0
C(CS)OC=O,0.4,C,6.0
C(PP)Cl,0.5,C,6.0
[2H]C([2H])([2H])CCCCCCC,3.9,P,15.0
[2H]C([2H])(C([2H])([2H])C([2H])([2H])N)C([2H])([2H])N,-0.9,C,6.0
C[P+](C)(N)N,-1.5,H,1.0
[2H]C(C)(C)P=S,1.7,C,6.0
C(OBr)Br,1.9,C,6.0
C(CO)[C@@H](N)O,-1.6,Br,35.0
CCCCCCC[CH2-],3.9,C,6.0
CCCCNCCl,1.7,C,6.0
CCC(CCl)NC,1.3,C,6.0
CCC(CC)S,2.4,C,6.0
CC(C)N(S)S,2.0,C,6.0
[2H][C@](C)(COC)N,-0.4,C,6.0
[2H]C([2H])(C)C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])O,2.0,C,6.0
CCSCCCCl,2.2,H,1.0
C1C[C+](C1)C[O-],1.9,C,6.0
C(/C=C/I)S,1.7,C,6.0
C[C@@H](C(Cl)Cl)Br,2.8,C,6.0
CSCCCS,1.5,C,6.0
[2H]C([2H])(CO)Br,0.2,C,6.0
CC(C)CCCBr,3.0,H,1.0
CC(C)(C)OS,1.5,C,6.0
CC(Cl)Br,2.1,C,6.0
C1NCNSN1,-0.5,C,6.0
C(CCNI)CN,-0.1,N,7.0
CC(CCCl)Cl,2.2,C,6.0
C1N(O1)Br,0.7,C,6.0
C[C@H](CCBr)F,2.1,C,6.0
CC[C@H](CBr)OC,1.8,C,6.0
CCNCN(C)C,0.3,C,6.0
CCC[C@@H](CO)Cl,1.5,C,6.0
[CH+]1C(O1)CCl,0.5,C,6.0
C(CCBr)COP,1.4,C,6.0
COCCC(F)F,1.3,C,6.0
CCCC(C)[13CH3],3.2,C,6.0
C(C[NH3+])C[NH2+]CC[NH3+],-1.7,C,6.0
[2H]C([2H])([2H])C(CCCBr)C([2H])([2H])[2H],3.0,H,1.0
CCCC[P@@](C)S,1.7,H,1.0
CCSSCN,0.4,C,6.0
C(C(Cl)Cl)(P)Cl,2.0,C,6.0
[2H]C([2H])(CCC)Br,2.8,Cl,17.0
[CH2-]CCCCCCCC[CH2-],5.0,C,6.0
C[S+]C(=N)[NH],0.2,C,6.0
C[C@H](CCO)F,0.7,C,6.0
CC(C)COI,2.3,C,6.0
CC(C)[S+](C)C,1.7,C,6.0
CCCCSCNC,1.8,C,6.0
CC(C)[CH]Br,2.3,C,6.0
CCO[CH]OCC,0.8,C,6.0
[CH2+]C[N-]CC[O],-0.5,C,6.0
CCCCNCCCl,1.6,C,6.0
CCC(CCl)OC,1.6,C,6.0
CC/C=C\CC,2.5,C,6.0
C1COC1[S-],0.7,C,6.0
C1COC1Br,1.1,C,6.0
CCC(S)Br,2.3,C,6.0
CC(C)[CH]C=C,2.7,C,6.0
[2H]CC(C)C(C)CC,3.4,C,6.0
C[C@@H]([C@@H](Cl)Br)Br,2.9,C,6.0
[2H]C(=O)OCCC,0.8,C,6.0
[CH]CCCCBr,3.4,C,6.0
C1CN(C1)I,0.8,C,6.0
C1CCNNC1,0.0,C,6.0
COCCCCOC,0.6,C,6.0
CCC[CH]CCOO,1.9,C,6.0
C=[O+]CCCO,0.8,C,6.0
[13CH3]S(=O)O,-0.5,C,6.0
CC[NH2+]CCOCC,0.4,H,1.0
C1[C@@H](O1)CBr,0.8,C,6.0
CC(C)N(Br)Br,2.0,C,6.0
CN(CI)S,1.5,C,6.0
C(=CCl)OBr,2.1,C,6.0
CS[C]SC,1.6,C,6.0
C([35Cl])[35Cl],1.5,C,6.0
CC(S)SCO,1.1,Cl,17.0
[2H]C(CCCC)C([2H])([2H])C([2H])([2H])Br,4.4,C,6.0
CC[CH][NH2+]CC,1.1,C,6.0
[2H][13CH]([13C@@H](C([2H])([2H])O)O)O,-1.8,C,6.0
C=CSCN,0.5,H,1.0
[2H]C(C)C(C)Br,2.3,C,6.0
[2H]C([2H])(CCCC)Br,3.4,C,6.0
CSNCC=O,-0.2,C,6.0
CCCNNCN,-0.4,C,6.0
C1CC1CCN,0.8,C,6.0
C[C@H](C[C@H](C)Br)Br,3.0,C,6.0
CCCOP=O,0.5,C,6.0
CSC(N)NCl,0.1,C,6.0
CCCC[C@H](F)S,2.8,C,6.0
[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C=O,1.1,C,6.0
CN(C)P(O)O,-0.8,H,1.0
CC(CCCP)N,0.1,C,6.0
CSOO[O-],0.0,C,6.0
CCCCC[NH],1.5,O,8.0
C(CF)C(O)Cl,1.0,C,6.0
[2H]C([2H])([2H])C(CC)(C([2H])([2H])[2H])O,0.9,C,6.0
CNSCC=C,0.9,H,1.0
CCCNCNC,0.4,C,6.0
C(CPO)C=O,-1.1,C,6.0
C1C(N1)CBr,0.4,C,6.0
CP(C)CCl,0.6,C,6.0
CC(C)(C)S,1.5,C,6.0
CC(CN)[S-],0.0,C,6.0
C1C(O1)CP,-0.4,C,6.0
CC(OC)ON,-0.3,C,6.0
CCC(CO)CS,1.0,C,6.0
C(CCCS)CCN,1.0,C,6.0
CCNC(O)O,-0.9,C,6.0
C(N)OOON,-1.4,C,6.0
[2H]CC([2H])(O)Cl,0.7,O,8.0
COCCCSO,0.2,H,1.0
CCC(S)I,2.2,C,6.0
COCCOCOO,-0.6,C,6.0
[CH2-]CCCC[CH2+],3.9,C,6.0
[2H]C1C(OC(C(O1)([2H])[2H])([2H])[2H])([2H])[2H],-0.3,C,6.0
CCCCCCOCl,3.2,H,1.0
C(CCl)OCCl,1.4,C,6.0
C(P)(P)Br,0.6,C,6.0
CSCCC=S,0.9,P,15.0
[2H]CC(CC)CF,2.3,C,6.0
C(NN(F)F)NF,-0.1,C,6.0
CCCC=[PH2+],-0.2,N,7.0
[2H]C1CCCCC1,3.4,C,6.0
C(C(F)Cl)F,1.7,C,6.0
C(C(N)(N)N)P,-2.8,C,6.0
CCSCN=C,2.5,N,7.0
COCCOP,-0.3,C,6.0
C(C(CS)O)F,0.2,C,6.0
C[C@H](F)I,1.8,C,6.0
C([C@@H](CCl)Cl)O,0.8,C,6.0
C(NI)[I-]SO,0.9,C,6.0
CCC[C@@H](N)I,1.3,I,53.0
C=NCCP,1.0,C,6.0
CC([CH])CCNC,1.5,C,6.0
C(CS)OCS,0.8,C,6.0
CCNNN(C)C,0.2,C,6.0
CS(C)(C)CCl,1.6,C,6.0
C(C(CS)CS)S,1.3,C,6.0
C(=S)OS,1.2,C,6.0
CCNNCN,-0.9,S,16.0
C(OO)OO,-1.0,C,6.0
C(ON)SSOP,0.0,O,8.0
CSPN,-0.4,O,8.0
CCCN(C)CP,0.9,C,6.0
CC(C[CH2])OO,0.9,C,6.0
CCO[CH][O+]=C,1.4,C,6.0
C(C(F)I)I,2.5,C,6.0
C(=NNO)Br,1.0,C,6.0
